uid,uniqueId
10009,20077055
10009,67733951
10009,67738893
10009,67813068
10009,67910169
10009,68655979
10009,67720272
10009,20093235
10009,68336663
10009,67500083
10009,67670880
10009,20100133
10009,67600769
10009,68514540
10009,68617632
10009,20101561
10009,21023279
10009,21134526
10009,21011707
10009,67860491
10009,67385124
10039,20100232
10039,20200705
10039,67072989
10039,20088046
10039,21037100
10039,20079765
10039,68364104
10039,68438861
10039,67583198
10039,20104511
10039,67038045
10039,67559957
10039,68669023
10039,67129377
10039,67469010
10039,67802664
10039,68188799
10039,21012096
10039,67112461
10039,68656651
10039,67884479
10039,67884480
10039,67962813
10039,67962820
10039,67716240
10039,68197004
10039,67365310
10039,68602182
10039,68539798
10039,20066997
10045,68197061
10045,67606784
10045,68394223
10045,21184126
10045,21024827
10045,21074183
10045,67177230
10045,67323413
10045,21010147
10045,67867904
10045,68557628
10045,68557629
10045,68557630
10045,68557631
10045,68557635
10045,67072987
10045,67072988
10045,67072990
10045,68213954
10045,68213955
10045,68213956
10045,68213967
10045,68295886
10045,67387235
10045,67387236
10045,20085575
10045,20086272
10045,21010392
10045,67730281
10045,67796410
10045,67010017
10045,67100303
10045,67465382
10045,21072083
10045,21037992
10045,68612368
10045,67162451
10045,67471669
10045,21131508
10045,67419151
10045,68643943
10045,68407004
10045,68145874
10045,67507725
10045,67630381
10045,21069186
10045,21073969
10045,20075417
10045,68470459
10045,67044480
10045,67679175
10045,67714430
10045,68469057
10045,67079957
10045,21140246
10045,68413320
10045,67980355
10045,67235099
10045,67730225
10045,67770199
10045,67009579
10045,67100482
10045,67565060
10045,67581721
10045,68284624
10045,67775075
10045,67460976
10045,67106595
10045,68142417
10045,67581679
10045,67929267
10045,68335931
10045,67770437
10045,67050540
10045,67401283
10045,67793801
10125,68484801
10125,67870398
10125,67142562
10125,68383581
10125,67771910
10125,21073328
10125,67009482
10125,67100312
10125,20272573
10125,67483951
10125,67009449
10125,67485445
10125,20272581
10125,67824767
10125,68502385
10125,67872015
10125,67872016
10125,68285777
10125,68293108
10125,21023634
10125,67379440
10125,67379443
10125,20268648
10125,67899160
10125,68338243
10125,20090149
10125,21070188
10125,21069591
10125,20265183
10125,67090560
10125,67417199
10125,21158011
10125,67062958
10125,67428379
10125,21135148
10125,67911474
10125,21132386
10125,68655973
10125,21068925
10125,68518757
10125,67472759
10125,21186717
196572,21145275
196572,67477056
196572,21149861
196572,21132238
196572,67160356
196572,21010153
196572,21069336
196572,21145233
196572,20296379
196572,20105076
196572,20098275
196572,67090151
196572,67706435
196572,21072013
196572,21071939
196572,67706423
196572,67002438
196572,21138791
196572,67706420
196656,67002438
196656,21138791
196656,67706420
196656,67002878
196656,21154498
196656,21024910
196656,20098271
196656,68793784
196656,21037916
196656,67008676
196656,20217321
196656,67304635
196656,68456676
196656,20098269
196656,20276372
196656,67000005
196656,67362580
196656,67012517
196656,21038006
196656,20098276
196656,67090149
196656,20105076
196656,67008688
196656,20217318
196656,67304632
196656,21037596
196656,21139708
197512,20098278
197512,21149863
197512,20228172
197512,20108353
197512,21134811
197512,21153703
197512,67002543
197512,21010275
197512,21037596
197512,21183586
197512,20095665
197512,20067512
197512,20104314
197512,20111232
197512,67008664
197512,20107157
197512,21156200
197512,21156351
197512,21152594
197512,67002878
197512,21154498
197512,67094947
197512,67215693
197512,67766816
197512,21139708
197512,20098276
197512,67090149
197512,21188974
197512,20296454
197512,20098275
197512,67090151
197512,20098269
197512,20296380
197512,21145085
197512,67470405
197512,68299595
